卖家ID,前一天登录次数,前一周登录次数,上传产品数量,审核通过的产品总数量,在线产品数量,前一天产品曝光次数,前一周产品曝光次数,最近7天产品曝光次数,前一天在线时长,前一周在线时长,最近7天登录次数,最近7天在线时长,前一个月登录次数,前一个月在线时长,最近30天登录次数,最近30天在线时长,前3个月登录次数,前3个月在线时长,最近90天登录次数,最近90天在线时长,前一月产品曝光次数,最近30天产品曝光次数,前3月产品曝光次数,最近90天产品曝光次数,城市,诚保类型,黄牌数量,警告数量,代理商名称,最近60天手动好评数量,最近60天中评数量,最近60天差评数量,最近60天的订单未评价率
ff8080814c49a7fe014c9019330b0e85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,梅州市, ,0,0, ,0,0,0,0
ff8080814c465910014c8fe79bda1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,莆田市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8fb77a1c0e78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,宜春市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8fb5ba080f86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,苏州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8fa134460f80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,阳江市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f9e883d14ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f9577930f77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f7af8761603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f77fa5f0e59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f7487ba0e53,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,郑州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f73970814d2,1,0,0,0,0,0,0,0,0.01,0,1,0.01,0,0,1,0.01,0,0,1,0.01,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f68e09a0e45,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f67d5570e3d,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,徐州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f66d59d0e37,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f5758dd14c4,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,海口市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f547d2b0f58,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f50ebb90f4d,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f5094820e20,1,0,0,0,0,0,0,0,0.09,0,1,0.09,0,0,1,0.09,0,0,1,0.09,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f4fed2414b6,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f43bd270f3e,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c465910014c8f40469515c3,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,莆田市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f3e357c15be,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,东莞市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f3d518a1496,1,0,0,0,0,0,0,0,0.36,0,1,0.36,0,0,1,0.36,0,0,1,0.36,0,0,0,0,揭阳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f38d8310dfe,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,珠海市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f36dd100f2c,1,0,0,0,0,0,0,0,0.10,0,1,0.10,0,0,1,0.10,0,0,1,0.10,0,0,0,0,莆田市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f329add1484,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,杭州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f318f630dec,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,武汉市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f30f1250f19,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,东莞市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f2617d50f05,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,香港, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f251f000dc8,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,常德市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f23bac2145c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,湛江市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f1fa72d0ef7,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,成都市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f1c069c157e,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,珠海市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f19d2c1143e,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,龙岩市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f16f76f0da4,1,0,3,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8f141f080d9a,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,沧州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f13e8b40ee1,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,沈阳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f12b5fa142b,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,扬州市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f107215155f,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,无锡市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f09fc2b1551,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,东莞市, ,0,0, ,0,0,0,0
ff8080814c465910014c8f04f356154a,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,青岛市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f038cc40ec9,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,汕尾市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8f02f5f80ec2,1,0,0,0,0,0,0,0,0.42,0,1,0.42,0,0,1,0.42,0,0,1,0.42,0,0,0,0,惠州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8f02c0d6140f,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,佛山市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8efbf9831408,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,韶关市, ,0,0, ,0,0,0,0
ff8080814c465910014c8efb92fc1540,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ef880e90d66,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,西安市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ef773d70d62,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,郴州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ef2b6490d5c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,福州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8eefcb220ea5,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c4658d6014c8eeeb27413f2,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ee597cd13ea,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,福州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8edf0b8b0d3c,1,0,0,0,0,0,0,0,0.34,0,1,0.34,0,0,1,0.34,0,0,1,0.34,0,0,0,0,绍兴市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ed9601d0d2f,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,金华市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ed4223413d5,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ed2bc8513ce,1,0,3,0,0,0,0,0,1.03,0,1,1.03,0,0,1,1.03,0,0,1,1.03,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8ed128990e76,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,佛山市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ecc1b2413bd,1,0,0,0,0,0,0,0,0.32,0,1,0.32,0,0,1,0.32,0,0,1,0.32,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c465910014c8ecbf58314fc,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ecb13970d0c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,廊坊市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ec901a513ac,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a796014c8ec7badc0e63,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,芜湖市, ,0,0, ,0,0,0,0
ff8080814c465910014c8ec58b3e14e9,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,中山市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8ec40aa20e5a,1,0,0,0,0,0,0,0,0.08,0,1,0.08,0,0,1,0.08,0,0,1,0.08,0,0,0,0,苏州市, ,0,0, ,0,0,0,0
ff8080814c465910014c8ec31fb414e1,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,济南市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8ec01af30cf8,1,0,0,0,0,0,0,0,1.62,0,1,1.62,0,0,1,1.62,0,0,1,1.62,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ebfef891393,1,0,0,0,0,0,0,0,0.51,0,1,0.51,0,0,1,0.51,0,0,1,0.51,0,0,0,0,苏州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ebeecb5138c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8ebc41f00e3d,1,0,0,0,0,0,0,0,1.48,0,1,1.48,0,0,1,1.48,0,0,1,1.48,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c465910014c8eb8b2d814c2,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8eb519380e30,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8ea444bf0e21,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ea2e5b01373,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,开封市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8ea1d062136d,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,长沙市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e9dabe414a5,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,淮安市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e9cf2ea14a0,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,金华市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e95ed730cc0,1,0,1,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e95bd450e04,1,0,0,0,0,0,0,0,0.98,0,1,0.98,0,0,1,0.98,0,0,1,0.98,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c465910014c8e8df5da1474,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,南阳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e884801134c,1,0,0,0,0,0,0,0,1.14,0,1,1.14,0,0,1,1.14,0,0,1,1.14,0,0,0,0,吐鲁番地区, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e874d311341,1,0,0,0,0,0,0,0,0.10,0,1,0.10,0,0,1,0.10,0,0,1,0.10,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a796014c8e86f9650dec,1,0,0,0,0,0,0,0,0.26,0,1,0.26,0,0,1,0.26,0,0,1,0.26,0,0,0,0,商丘地区, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e85f1560de5,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a796014c8e82d8ba0de1,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c465910014c8e74c38f1459,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,金华市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e7434b81326,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e6e4d40144f,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e6e055c0c88,1,0,2,0,0,0,0,0,0.29,0,1,0.29,0,0,1,0.29,0,0,1,0.29,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e6b80df1444,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,金华市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e690b321311,1,0,1,0,0,0,0,0,1.89,0,1,1.89,0,0,1,1.89,0,0,1,1.89,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e642c480dbf,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e62696e1437,1,0,1,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e616d2d0db5,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,湛江市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e5615e112fe,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e540b6a142b,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e4f83600c66,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e4c972612f4,1,0,0,0,0,0,0,0,0.25,0,1,0.25,0,0,1,0.25,0,0,1,0.25,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e49bcd612ea,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e463d8a1416,1,0,0,0,0,0,0,0,0.08,0,1,0.08,0,0,1,0.08,0,0,1,0.08,0,0,0,0,临沂市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e45e8350c55,1,0,10,0,0,0,0,0,1.58,0,1,1.58,0,0,1,1.58,0,0,1,1.58,0,0,0,0,梧州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e45e58a0d8d,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,南阳市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e43fe1e12d7,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,宁波市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e4044560c4b,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e38b90e0d7a,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,金华市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e2f56ac12bb,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,东莞市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e2f4a5612b7,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,泉州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e2e0af60d5c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,宁波市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e2d067512a9,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,福州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e24662412a1,1,0,0,0,0,0,0,0,0.30,0,1,0.30,0,0,1,0.30,0,0,1,0.30,0,0,0,0,杭州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e2379e80d42,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,安庆市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e22a9aa13ce,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,中山市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e22692c0d3c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,抚州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e1f75081291,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,宿州市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e1e3858128c,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,南充市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e1d87fc0c09,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,宁德市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e1b083f0c03,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e15dea80bfb,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a796014c8e13856e0d18,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,郑州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e1159d50d10,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,昆明市, ,0,0, ,0,0,0,0
ff8080814c4658d6014c8e0f11b71271,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,衡水市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e0e94180be3,1,0,0,0,0,0,0,0,1.44,0,1,1.44,0,0,1,1.44,0,0,1,1.44,0,0,0,0,松江区, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e0cba960bdd,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8e0c21200cfd,1,0,0,0,0,0,0,0,0.30,0,1,0.30,0,0,1,0.30,0,0,1,0.30,0,0,0,0,邢台市, ,0,0, ,0,0,0,0
ff8080814c465910014c8e0ac9a81380,1,0,0,0,0,0,0,0,1.38,0,1,1.38,0,0,1,1.38,0,0,1,1.38,0,0,0,0,齐齐哈尔市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e0623350bcc,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,南阳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8e05e5920bc6,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,安庆市, ,0,0, ,0,0,0,0
ff8080814c465910014c8dfe65e61366,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c465910014c8df8aa91135b,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,青岛市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8df733d60b93,1,0,0,0,0,0,0,0,0.21,0,1,0.21,0,0,1,0.21,0,0,1,0.21,0,0,0,0,厦门市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8df198510c9a,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8dec9f480b80,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0, , ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8de746c30b74,1,0,0,0,0,0,0,0,0.53,0,1,0.53,0,0,1,0.53,0,0,1,0.53,0,0,0,0,郑州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8de57b950c7e,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8de49d560b68,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8de477b80c76,1,0,0,0,0,0,0,0,0.32,0,1,0.32,0,0,1,0.32,0,0,1,0.32,0,0,0,0,广州市, ,0,0, ,0,0,0,0
ff8080814c49a7fe014c8de41ccf0b61,1,0,3,0,0,0,0,0,0.46,0,1,0.46,0,0,1,0.46,0,0,1,0.46,0,0,0,0,嘉兴市, ,0,0, ,0,0,0,0
ff8080814c465910014c8dddafea131b,1,0,1,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8dd805940c6c,1,0,10,0,0,0,0,0,2.38,0,1,2.38,0,0,1,2.38,0,0,1,2.38,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
ff8080814c465910014c8dd556171312,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,杭州市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8dd0fd970c5f,1,0,0,0,0,0,0,0,0.00,0,1,0.00,0,0,1,0.00,0,0,1,0.00,0,0,0,0,湛江市, ,0,0, ,0,0,0,0
ff8080814c49a796014c8dd0d6030c5a,1,0,0,0,0,0,0,0,0.60,0,1,0.60,0,0,1,0.60,0,0,1,0.60,0,0,0,0,深圳市, ,0,0, ,0,0,0,0
